|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file
230|2D|1951|Crayon|Paper|No|17.5 x 13.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/efce718278d29c2d1d604d046805abea.jpg|Nu|HENRI MATISSE|Nov 14, 2017|30,000 - 40,000 USD|32,500 USD|images/henri_matisse/efce718278d29c2d1d604d046805abea.jpg
231|2D|1936|Pen, India Ink|Paper|Yes|20.75 x 15.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/96a985bbab2f96d8f8f5b7ff870ab601.jpg|Nu reflété dans la glace|HENRI MATISSE|Nov 14, 2017|200,000 - 300,000 USD|456,500 USD|images/henri_matisse/96a985bbab2f96d8f8f5b7ff870ab601.jpg
232|2D|1904|Oil, Pencil|Panel|Yes|11.75 x 7 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ffa252386fc6610b60af966f434a203b.jpg|Paysage, St. Tropez|HENRI MATISSE|Nov 14, 2017|300,000 - 500,000 USD|324,500 USD|images/henri_matisse/ffa252386fc6610b60af966f434a203b.jpg
233|2D|1943|Charcoal, Estompe|Paper|Yes|15.75 x 12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2bd6a10bb0413eb4fabd813f7d6f860f.jpg|PORTRAIT DE FEMME|HENRI MATISSE|Nov 14, 2017|500,000 - 700,000 USD|615,000 USD|images/henri_matisse/2bd6a10bb0413eb4fabd813f7d6f860f.jpg
234|2D|1942|Pencil|Paper|Yes|10.5 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3d81b9dec857f8560d8371723cb2c0ea.jpg|Une femme|HENRI MATISSE|Nov 14, 2017|40,000 - 60,000 USD|68,750 USD|images/henri_matisse/3d81b9dec857f8560d8371723cb2c0ea.jpg
235|2D|1951|Brush, India Ink|Paper|Yes|9.75 x 7.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88a8155911a345c6030bb22a9897fe74.jpg|Visage de femme (Katia)|HENRI MATISSE|Nov 14, 2017|80,000 - 120,000 USD|112,500 USD|images/henri_matisse/88a8155911a345c6030bb22a9897fe74.jpg
236|2D|1928|Oil|Canvas|Yes|24 x 19.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/46e73cdbc247af2803c3495888165ac9.jpg|Antique et oeillets|HENRI MATISSE|Nov 13, 2017|1,500,000 - 2,500,000 USD|2,652,500 USD|images/henri_matisse/46e73cdbc247af2803c3495888165ac9.jpg
237|2D|1953|Gouache, Watercolor, Brush, Conte crayon, Pencil, Paper Collage|Paper, Canvas|Yes|118.13 x 43.25 x 109.9 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d41e49b8db7b1ed0455292f4f72b366d.jpg|Grille|HENRI MATISSE|Nov 13, 2017|1,000,000 - 2,000,000 USD|2,292,500 USD|images/henri_matisse/d41e49b8db7b1ed0455292f4f72b366d.jpg
238|2D|1936|Oil|Panel|Yes|6.38 x 8.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/07d9c367df7a767e3656b472875d4b38.jpg|La blouse verte brodée|HENRI MATISSE|Nov 13, 2017|1,500,000 - 2,500,000 USD|3,132,500 USD|images/henri_matisse/07d9c367df7a767e3656b472875d4b38.jpg
239|2D|1921|Oil|Canvas|Yes|31.88 x 25.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bb8be3728477c9942e904f0307597108.jpg|Les régates de Nice|HENRI MATISSE|Nov 13, 2017|12,000,000 - 18,000,000 USD|16,625,000 USD|images/henri_matisse/bb8be3728477c9942e904f0307597108.jpg
240|2D|1897|Oil|Canvas|Unknown|64.2 x 45 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cc4cf75717c84b1b9119d0b92b206967.jpg|FALAISES|HENRI MATISSE|Oct 22, 2017|295,450 - 413,630 USD|363,403 USD|images/henri_matisse/cc4cf75717c84b1b9119d0b92b206967.jpg
241|2D|1897|Oil|Canvas|Unknown|64.2 x 45 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9d46ee7cd39ee8baa5d23be2b308046f.jpg|Falaises|HENRI MATISSE|Oct 22, 2017|295,450 - 413,630 USD|295,450 USD|images/henri_matisse/9d46ee7cd39ee8baa5d23be2b308046f.jpg
242|2D|1944|Charcoal, Estompe|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/35e85f802c453c43aef325af42273a17.jpg|Buste de jeune femme|HENRI MATISSE|Jun 28, 2017|385,470 - 642,450 USD|638,595 USD|images/henri_matisse/35e85f802c453c43aef325af42273a17.jpg
243|2D|1949|Brush, India Ink|Paper|Yes|20.63 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d8c3d506d5e918bc61840478289258f5.jpg|Danseuse|HENRI MATISSE|Jun 28, 2017|192,735 - 321,225 USD|176,031 USD|images/henri_matisse/d8c3d506d5e918bc61840478289258f5.jpg
244|2D|1906|Pen, Ink|Paper|Yes|8 x 10.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/320aaf76f939d3b2e8855b57314f2207.jpg|Femme nue assise|HENRI MATISSE|Jun 28, 2017|12,849 - 19,273 USD|32,122 USD|images/henri_matisse/320aaf76f939d3b2e8855b57314f2207.jpg
245|2D|1929|Pencil|Paper|Yes|11 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/63c1d2de80f897995e84765d8606c079.jpg|Nu allongé|HENRI MATISSE|Jun 28, 2017|38,547 - 64,245 USD|48,183 USD|images/henri_matisse/63c1d2de80f897995e84765d8606c079.jpg
246|2D|1908|Pencil|Paper|Yes|12.63 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/18709fc704a0e3b23ca5b9cdf4c2d0f5.jpg|Nu debout|HENRI MATISSE|Jun 28, 2017|25,698 - 38,547 USD|28,910 USD|images/henri_matisse/18709fc704a0e3b23ca5b9cdf4c2d0f5.jpg
247|2D|1918|Oil|Panel|Yes|12.88 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bcf6b24aab6cc79767169a7355f3b3e6.jpg|La cheminée du Roi, Marseille|HENRI MATISSE|Jun 27, 2017|319,050 - 446,670 USD|389,241 USD|images/henri_matisse/bcf6b24aab6cc79767169a7355f3b3e6.jpg
248|2D|1922|Oil|Canvas|Yes|21.88 x 13.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ddd92348b308f17dbebd088f061def5b.jpg|Nu sur fond rouge|HENRI MATISSE|Jun 27, 2017|5,104,800 - 7,657,200 USD|5,642,080 USD|images/henri_matisse/ddd92348b308f17dbebd088f061def5b.jpg
249|2D|1931|Pen, India Ink|Paper|Yes|23.5 x 31.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/09ddaec192bdc9b453f1a01eac42aada.jpg|Trois femmes allongées|HENRI MATISSE|Jun 22, 2017|0 - 0 USD|85,534 USD|images/henri_matisse/09ddaec192bdc9b453f1a01eac42aada.jpg
250|2D|1950|Crayon|Paper|Yes|18.13 x 11.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/de536d9851bb838d243978ed0957603c.jpg|Portrait de Janie Bussy|HENRI MATISSE|May 18, 2017|78,222 - 104,296 USD|97,777 USD|images/henri_matisse/de536d9851bb838d243978ed0957603c.jpg
251|2D|1947|Gouache|Paper|Yes|16 x 10.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/31851026992559e4ddb4e017780c85a6.jpg|Arbre de neige|HENRI MATISSE|May 17, 2017|0 - 0 USD|1,567,500 USD|images/henri_matisse/31851026992559e4ddb4e017780c85a6.jpg
252|2D|1948|Charcoal|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b69dac0473e806a7a2d4702248171fc7.jpg|EVA, GRANDE CHEVELURE|HENRI MATISSE|May 17, 2017|100,000 - 150,000 USD|Unsold|images/henri_matisse/b69dac0473e806a7a2d4702248171fc7.jpg
253|2D|1906|Pencil|Paper|Yes|13.75 x 8.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e0e978da34570e2524147731e4a4b5be.jpg|Nu assis sur un tabouret|HENRI MATISSE|May 17, 2017|40,000 - 60,000 USD|48,000 USD|images/henri_matisse/e0e978da34570e2524147731e4a4b5be.jpg
254|2D|1899|Oil|Panel|Yes|7.75 x 14 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/140f640e4652370bc20e493a7bdab629.jpg|VUE DE PARIS|HENRI MATISSE|May 17, 2017|100,000 - 150,000 USD|106,250 USD|images/henri_matisse/140f640e4652370bc20e493a7bdab629.jpg
255|2D|1927|Pen, India Ink|Paper|Yes|11 x 14.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d803c68c879d1ab37fb79c9931ba4b24.jpg|Deux croquis de femme allongée|HENRI MATISSE|May 16, 2017|40,000 - 60,000 USD|56,250 USD|images/henri_matisse/d803c68c879d1ab37fb79c9931ba4b24.jpg
256|2D|1918|Charcoal|Paper|Yes|15.5 x 20.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3f7e2893c34af41f771ae7a4ca7ac74c.jpg|L’œuf de tourterelle|HENRI MATISSE|May 16, 2017|8,000 - 12,000 USD|37,500 USD|images/henri_matisse/3f7e2893c34af41f771ae7a4ca7ac74c.jpg
257|2D|1935|Charcoal, Estompe|Paper|Yes|18.75 x 13.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/227c81bfe41a075acb3cd7f2a8806f76.jpg|Nu dans un fauteuil|HENRI MATISSE|May 16, 2017|300,000 - 500,000 USD|343,500 USD|images/henri_matisse/227c81bfe41a075acb3cd7f2a8806f76.jpg
258|2D|1903|Pen, India Ink|Paper, Card|Yes|10.5 x 5.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a6d73dee37820d09f5f7631dc5a9ffa6.jpg|Nu de dos|HENRI MATISSE|May 16, 2017|40,000 - 60,000 USD|68,750 USD|images/henri_matisse/a6d73dee37820d09f5f7631dc5a9ffa6.jpg
259|2D|1950|Charcoal, Estompe|Paper|Yes|20.75 x 15.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5b80471d982edd7192fe92a33ba611d3.jpg|TÊTE DE FEMME|HENRI MATISSE|May 16, 2017|300,000 - 500,000 USD|372,500 USD|images/henri_matisse/5b80471d982edd7192fe92a33ba611d3.jpg
260|2D|1938|Charcoal, Estompe|Paper|Yes|22.38 x 15.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e4d25f644208a43d53ac5b152770f8a1.jpg|Deux personnages féminins et le chien|HENRI MATISSE|May 15, 2017|400,000 - 600,000 USD|391,500 USD|images/henri_matisse/e4d25f644208a43d53ac5b152770f8a1.jpg
261|2D|1899|Oil|Paper, Cradled Panel|Yes|14.38 x 9.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/532007cdfc9367f53d7e062a15c04441.jpg|Arcueil|HENRI MATISSE|Mar 24, 2017|172,880 - 237,710 USD|210,157 USD|images/henri_matisse/532007cdfc9367f53d7e062a15c04441.jpg
262|2D|1904|Pencil|Paper|Yes|13.13 x 8.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1a000822aa2eda2da0768703702bf6bd.jpg|Nu debout|HENRI MATISSE|Mar 23, 2017|16,179 - 21,572 USD|21,572 USD|images/henri_matisse/1a000822aa2eda2da0768703702bf6bd.jpg
263|2D|1948|Pen, Ink|Paper|Yes|26.8 x 21.1 x 8.38 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/283ba4c9816b387baab98ebeef283d5b.jpg|Etudes pour un crucifix|HENRI MATISSE|Mar 2, 2017|7,372 - 9,830 USD|8,448 USD|images/henri_matisse/283ba4c9816b387baab98ebeef283d5b.jpg
264|2D|1919|Oil|Canvasboard|Yes|32.8 x 41 x 16.38 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/408f763c91cfe94f2f57b0465d6c5eda.jpg|Femme à l'ombrelle rose|HENRI MATISSE|Mar 2, 2017|147,456 - 221,184 USD|184,320 USD|images/henri_matisse/408f763c91cfe94f2f57b0465d6c5eda.jpg
265|2D|1919|Oil|Canvasboard|Yes|32.8 x 41 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/169237eb23e15e68d77b40d6520ce711.jpg|FEMME À L'OMBRELLE ROSE|HENRI MATISSE|Mar 2, 2017|147,456 - 221,184 USD|184,320 USD|images/henri_matisse/169237eb23e15e68d77b40d6520ce711.jpg
266|2D|1943|Pen, Ink|Paper|Yes|49 x 37 x 14.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7f6fcbe656b6e576fe32c2ed6c4c9952.jpg|Tête de femme en profil|HENRI MATISSE|Mar 2, 2017|22,118 - 30,720 USD|14,592 USD|images/henri_matisse/7f6fcbe656b6e576fe32c2ed6c4c9952.jpg
267|2D|1930|Pen, India Ink|Paper|Yes|9.88 x 12.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/89754009f2d86c2dde5989274b550350.jpg|Bateau à l'amarre|HENRI MATISSE|Mar 1, 2017|36,936 - 61,560 USD|64,638 USD|images/henri_matisse/89754009f2d86c2dde5989274b550350.jpg
268|2D|1944|Pencil|Paper|Yes|15.75 x 20.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/43d814989fbbb15479125f14a3035ce4.jpg|Deux femmes nues|HENRI MATISSE|Mar 1, 2017|30,780 - 36,936 USD|92,340 USD|images/henri_matisse/43d814989fbbb15479125f14a3035ce4.jpg
269|2D|1903|Oil|Canvas|Yes|21.63 x 18.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6770be17f7cce0282b49af43f77ab1db.jpg|La devideuse picarde (La mère massé dans son intérieur à Bohain)|HENRI MATISSE|Mar 1, 2017|147,744 - 221,616 USD|212,997 USD|images/henri_matisse/6770be17f7cce0282b49af43f77ab1db.jpg
270|2D|1952|Crayon|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6c7d06aba3540233fb5a8258c2d5e42d.jpg|Portrait de femme|HENRI MATISSE|Mar 1, 2017|43,092 - 55,404 USD|115,425 USD|images/henri_matisse/6c7d06aba3540233fb5a8258c2d5e42d.jpg
271|2D|1935|Pencil|Paper|Yes|9.88 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8e6339b8f1b7bfad627df01993d0b303.jpg|Tête de femme|HENRI MATISSE|Mar 1, 2017|30,780 - 43,092 USD|138,510 USD|images/henri_matisse/8e6339b8f1b7bfad627df01993d0b303.jpg
272|2D|1944|Oil|Canvas|Yes|24.25 x 19.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3c196e1a1c70c031c5b61bb1100402f3.jpg|Jeune fille aux anémones sur fond violet|HENRI MATISSE|Feb 28, 2017|6,211,000 - 8,695,400 USD|10,500,316 USD|images/henri_matisse/3c196e1a1c70c031c5b61bb1100402f3.jpg
273|2D|1905|Oil|Panel|Yes|16 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ff515fab82f59600983a1db449aab782.jpg|Paysage à Collioure|HENRI MATISSE|Feb 28, 2017|745,320 - 993,760 USD|826,063 USD|images/henri_matisse/ff515fab82f59600983a1db449aab782.jpg
274|2D|1939|Pen, India Ink|Paper|Yes|20.63 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6ad188a7f4c491be39fb37fd383679b1.jpg|Buste de femme|HENRI MATISSE|Nov 17, 2016|80,000 - 120,000 USD|150,000 USD|images/henri_matisse/6ad188a7f4c491be39fb37fd383679b1.jpg
275|2D|1900|Pencil|Paper|Yes|9 x 12.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/12f1fcdcccd5dedfe14af8f0f3fe56a7.jpg|Femme nu de dos|HENRI MATISSE|Nov 17, 2016|30,000 - 50,000 USD|106,250 USD|images/henri_matisse/12f1fcdcccd5dedfe14af8f0f3fe56a7.jpg
276|2D|1939|Pencil|Paper|Unknown|16.5 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5cd2cd67b8e63ff91947899ed204d85b.jpg|La blouse roumaine|HENRI MATISSE|Nov 17, 2016|80,000 - 120,000 USD|100,000 USD|images/henri_matisse/5cd2cd67b8e63ff91947899ed204d85b.jpg
277|2D|1940|Pen, India Ink|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e1e89ee9d133d4d57b2924838efdf989.jpg|Nature morte|HENRI MATISSE|Nov 17, 2016|40,000 - 60,000 USD|56,250 USD|images/henri_matisse/e1e89ee9d133d4d57b2924838efdf989.jpg
278|2D|1944|Pen, India Ink|Paper|Yes|20.5 x 16.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/10079cb8cf1ea4107293aaab2d6a85ba.jpg|Nature morte|HENRI MATISSE|Nov 17, 2016|40,000 - 60,000 USD|75,000 USD|images/henri_matisse/10079cb8cf1ea4107293aaab2d6a85ba.jpg
279|2D|1927|Pen, India Ink|Paper|Yes|11 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6d67cfb4e037ac64ff842d83228e78eb.jpg|Odalisque|HENRI MATISSE|Nov 17, 2016|100,000 - 150,000 USD|143,750 USD|images/henri_matisse/6d67cfb4e037ac64ff842d83228e78eb.jpg
280|2D|1897|Oil|Canvas|Yes|15 x 18.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d220b9b86474342eed473439ab475f6f.jpg|Paysage de Bretagne|HENRI MATISSE|Nov 17, 2016|150,000 - 200,000 USD|175,000 USD|images/henri_matisse/d220b9b86474342eed473439ab475f6f.jpg
281|2D|1920|Charcoal, Estompe|Paper|Yes|12.13 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ddae2b7ca1a995011ad9acce41e38e28.jpg|Portrait d’Henriette|HENRI MATISSE|Nov 17, 2016|60,000 - 80,000 USD|60,000 USD|images/henri_matisse/ddae2b7ca1a995011ad9acce41e38e28.jpg
282|2D|1917|Oil|Cradled Panel|Yes|21.5 x 17.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3cf4cbc85131e38b6615df6fde01afbc.jpg|L'Italienne (Lorette)|HENRI MATISSE|Nov 16, 2016|2,500,000 - 3,500,000 USD|2,527,500 USD|images/henri_matisse/3cf4cbc85131e38b6615df6fde01afbc.jpg
283|2D|1952|Brush, India Ink|Paper|Yes|25.63 x 19.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4d23b33b93295e0dbf32f10beb91dcfb.jpg|Tête de femme|HENRI MATISSE|Nov 16, 2016|500,000 - 800,000 USD|1,327,500 USD|images/henri_matisse/4d23b33b93295e0dbf32f10beb91dcfb.jpg
284|2D|1927|Pen, Ink|Paper|Yes|11.75 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4055e43f5a480ca5108799d12541525.jpg|Danseuse allongée|HENRI MATISSE|Nov 15, 2016|50,000 - 70,000 USD|62,500 USD|images/henri_matisse/b4055e43f5a480ca5108799d12541525.jpg
285|2D|1900|Charcoal, Brush, Ink|Paper|Yes|12.25 x 19.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9950527bbac0a48fca8c2823233a67ef.jpg|FEMME ÉTENDUE|HENRI MATISSE|Nov 15, 2016|30,000 - 50,000 USD|32,500 USD|images/henri_matisse/9950527bbac0a48fca8c2823233a67ef.jpg
286|2D|1900|Charcoal, Brush, Ink|Paper|Yes|12.25 x 19.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a34b7d5fbdf2d7da53f5d2f11db67daf.jpg|Femme étendue|HENRI MATISSE|Nov 15, 2016|30,000 - 50,000 USD|32,500 USD|images/henri_matisse/a34b7d5fbdf2d7da53f5d2f11db67daf.jpg
287|2D|1905|Watercolor|Paper, Card|Yes|8.25 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/67ef2270fe09c2495110cc715b3ddbc7.jpg|LE PORT, COLLIOURE, LES FILETS QUI SÈCHENT|HENRI MATISSE|Nov 15, 2016|180,000 - 250,000 USD|Unsold|images/henri_matisse/67ef2270fe09c2495110cc715b3ddbc7.jpg
288|2D|1944|Pen, Ink|Paper|Yes|12.38 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/44aba9f27d763c1eb5f081791960f7e4.jpg|Les Pommes|HENRI MATISSE|Nov 15, 2016|20,000 - 30,000 USD|47,500 USD|images/henri_matisse/44aba9f27d763c1eb5f081791960f7e4.jpg
289|2D|1915|Charcoal, Estompe|Paper|Yes|29.625 x 22.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e19deca9fcd43ccb506a85ca2ed4b185.jpg|NATURE MORTE AU LIERRE|HENRI MATISSE|Nov 15, 2016|150,000 - 250,000 USD|118,750 USD|images/henri_matisse/e19deca9fcd43ccb506a85ca2ed4b185.jpg
290|2D|1947|Pencil|Paper|Yes|14.63 x 11.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cb9c0a2f70b00c8707be78ef74cf9ff5.jpg|Portrait de Lydia|HENRI MATISSE|Nov 15, 2016|60,000 - 80,000 USD|137,500 USD|images/henri_matisse/cb9c0a2f70b00c8707be78ef74cf9ff5.jpg
291|2D|1923|Oil|Canvas|Yes|24 x 15.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1a7e7d43aa6c8b860efcd8948b5cd490.jpg|FEMME EN BLEU À TABLE, FOND ROUGE|HENRI MATISSE|Nov 14, 2016|5,000,000 - 7,000,000 USD|Unsold|images/henri_matisse/1a7e7d43aa6c8b860efcd8948b5cd490.jpg
292|2D|1901|Oil|Canvas|Yes|18.375 x 21.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4d55f989263110465f72ac78a7613b38.jpg|LE PONT|HENRI MATISSE|Nov 14, 2016|600,000 - 800,000 USD|Unsold|images/henri_matisse/4d55f989263110465f72ac78a7613b38.jpg
293|2D|1922|Oil|Canvas|Yes|8.75 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e16af42bf0374461f4856bd37904d980.jpg|NU ACCROUPI DEVANT UN AQUARIUM (NU AUX POISSONS ROUGES)|HENRI MATISSE|Nov 14, 2016|1,500,000 - 2,000,000 USD|1,932,500 USD|images/henri_matisse/e16af42bf0374461f4856bd37904d980.jpg
294|2D|1951|Black Chalk|Paper|Yes|10.75 x 8.12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cb09ddf6009e39952e832310b611b4da.jpg|Head of a Woman|HENRI MATISSE|Nov 1, 2016|40,000 - 60,000 USD|40,625 USD|images/henri_matisse/cb09ddf6009e39952e832310b611b4da.jpg
295|2D|1951|Black Chalk|Paper|Yes|10.75 x 8.12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/be42590d88f38941e1fe7fdc8e254275.jpg|Head of a Woman|HENRI MATISSE|Nov 1, 2016|40,000 - 60,000 USD|36,250 USD|images/henri_matisse/be42590d88f38941e1fe7fdc8e254275.jpg
296|2D|1942|Pen, India Ink|Paper|Yes|21 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/edc3278eeacbdd03e4e0e6ff3243eab0.jpg|Portrait de Louis Aragon|HENRI MATISSE|Oct 4, 2016|127,500 - 255,000 USD|135,468 USD|images/henri_matisse/edc3278eeacbdd03e4e0e6ff3243eab0.jpg
297|2D|1929|Pen, Ink|Paper|Yes|10.88 x 8.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/43e1ba2e6e1512bafa2f8268981690a3.jpg|Profil de femme|HENRI MATISSE|Jun 24, 2016|10,963 - 16,444 USD|44,538 USD|images/henri_matisse/43e1ba2e6e1512bafa2f8268981690a3.jpg
298|2D|1952|Conte crayon|Paper|Yes|22.38 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/860c5e6e993ad43255170598e19d98a6.jpg|Jeune Anglaise|HENRI MATISSE|Jun 23, 2016|148,690 - 223,035 USD|164,302 USD|images/henri_matisse/860c5e6e993ad43255170598e19d98a6.jpg
299|2D|1908|Pencil|Paper|Yes|12.5 x 9.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4401f94f0a4469073c651f0b1e31b294.jpg|Nu debout|HENRI MATISSE|Jun 23, 2016|14,869 - 22,303 USD|37,172 USD|images/henri_matisse/4401f94f0a4469073c651f0b1e31b294.jpg
300|2D|1918|Pencil|Paper|Unknown|12.5 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bff9af21c4dc30c5d58711726b8ef3fa.jpg|Portrait de Gilberte Lallée|HENRI MATISSE|Jun 23, 2016|22,303 - 37,172 USD|52,041 USD|images/henri_matisse/bff9af21c4dc30c5d58711726b8ef3fa.jpg
301|2D|1915|Pencil, Estompe|Paper|Yes|32.5 x 25.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2be77fbf63c8bc4c3d2eb5d8d63c68d9.jpg|Tête cubiste|HENRI MATISSE|Jun 23, 2016|0 - 0 USD|57,023 USD|images/henri_matisse/2be77fbf63c8bc4c3d2eb5d8d63c68d9.jpg
302|2D|1919|Oil|Canvasboard|Yes|40.7 x 32.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/97c3851c7528d14b2f122925df993950.jpg|JEUNE FILLE EN NOIR|HENRI MATISSE|Jun 22, 2016|734,650 - 1,028,510 USD|800,768 USD|images/henri_matisse/97c3851c7528d14b2f122925df993950.jpg
303|2D|1935|Charcoal, Pastel|Paper|Yes|48 x 33.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e1ab6db1554a5b4698a4555df899e177.jpg|NU ASSIS|HENRI MATISSE|Jun 22, 2016|117,544 - 176,316 USD|146,930 USD|images/henri_matisse/e1ab6db1554a5b4698a4555df899e177.jpg
304|2D|1935|Charcoal, Pastel|Paper|Yes|48 x 33.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/242350318f121eedd84cbc47cd363077.jpg|Nu assis|HENRI MATISSE|Jun 22, 2016|117,544 - 176,316 USD|146,930 USD|images/henri_matisse/242350318f121eedd84cbc47cd363077.jpg
305|2D|1898|Oil|Panel|Yes|24 x 29.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/07cab5d0e70537d2a170ff7159018d3e.jpg|PAYSAGE|HENRI MATISSE|Jun 22, 2016|102,851 - 132,237 USD|183,662 USD|images/henri_matisse/07cab5d0e70537d2a170ff7159018d3e.jpg
306|2D|1927|Pen, Black Ink|Paper|Yes|11 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/131a5322f263c15cf70caa8af399707e.jpg|Nu allongé ornemental|HENRI MATISSE|May 13, 2016|200,000 - 300,000 USD|185,000 USD|images/henri_matisse/131a5322f263c15cf70caa8af399707e.jpg
307|2D||Pencil|Paper, Card|Yes|11 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1782ee4965c8ae15fa4af738dedb7e2d.jpg|Nu assis|HENRI MATISSE|May 13, 2016|12,000 - 18,000 USD|35,000 USD|images/henri_matisse/1782ee4965c8ae15fa4af738dedb7e2d.jpg
308|2D|1943|Pen, India Ink|Paper|Yes|20.5 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/17a3bf7fa831023f1aca5fa35fbfd638.jpg|Portrait de Mlle Leriche|HENRI MATISSE|May 13, 2016|25,000 - 35,000 USD|60,000 USD|images/henri_matisse/17a3bf7fa831023f1aca5fa35fbfd638.jpg
