|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
12|2D|2012|Oil, Ball-point Pen, Rabbit Skin Glue, Paste, Spray Paint|Canvas|Unknown|54.25 x 37.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b0759ef6eb73f0da26cd4b382550c82f.jpg|NEEDLEPOINT CEREMONIES II|RITA ACKERMANN|May 15, 2014|20,000 - 30,000 USD|22,500 USD|images/rita_ackermann/b0759ef6eb73f0da26cd4b382550c82f.jpg|
13|2D|2002|Oil, Dirt|Canvas|Yes|30 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/657105a6a305bb9752e1213ebcbd99e2.jpg|Fight to Death|RITA ACKERMANN|Sep 19, 2013|12,000 - 18,000 USD|Unsold|images/rita_ackermann/657105a6a305bb9752e1213ebcbd99e2.jpg|
14|2D|1999|Acrylic|Canvas|Yes|56.25 x 38.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/77e71f27fe9f8d38d5283e08ba2bb456.jpg|Corvette|RITA ACKERMANN|Dec 13, 2012|11,300 - 14,528 USD|4,842 USD|images/rita_ackermann/77e71f27fe9f8d38d5283e08ba2bb456.jpg|
15|2D|2004|Watercolour|Paper|Unknown|12 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4db4a2265a8a1ad8ec279bcbb27589f2.jpg|Three works: (i) The Nuns; (ii) Fallen from Grace; (iii) I Want You to Feel My Rage|RITA ACKERMANN|Dec 13, 2012|4,035 - 5,650 USD|1,614 USD|images/rita_ackermann/4db4a2265a8a1ad8ec279bcbb27589f2.jpg|
16|2D|1995|Charcoal|Paper|Yes|26.625 x 34.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4134b79c86532bdf515ac36a45c11df.jpg|...I'll Never Be a Good Skier II|RITA ACKERMANN|Nov 20, 2012|2,387 - 3,979 USD|5,173 USD|images/rita_ackermann/b4134b79c86532bdf515ac36a45c11df.jpg|
17|2D|1990|Paper Collage, Cellophane Tape, Masking tape|Cardboard |Unknown|16.375 x 16.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/eda03e1c062a8c0819fde91e6df8c5c3.jpg|Untitled|RITA ACKERMANN|Oct 13, 2011|3,134 - 6,269 USD|783 USD|images/rita_ackermann/eda03e1c062a8c0819fde91e6df8c5c3.jpg|
18|2D|2003|Oil|Board|Unknown|24 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e054424c8820eb2dd100baa324ca517d.jpg|The Gathering|RITA ACKERMANN|Feb 18, 2011|8,116 - 11,362 USD|10,145 USD|images/rita_ackermann/e054424c8820eb2dd100baa324ca517d.jpg|
19|2D|2004|Watercolour|Paper|Unknown|12 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a6acc1d216df34709826fa5970e5b480.jpg|Three works: (i) The Nuns; (ii) Fallen from Grace; (iii) I Want You to Feel My Rage|RITA ACKERMANN|Feb 18, 2011|4,869 - 8,116 USD|Unsold|images/rita_ackermann/a6acc1d216df34709826fa5970e5b480.jpg|
20|2D|1994|Oil|Canvas|Unknown|52.25 x 84 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9d45696f614ddc6bfd9ad4a17d650255.jpg|Leave Me Alone|RITA ACKERMANN|Nov 9, 2010|30,000 - 40,000 USD|Unsold|images/rita_ackermann/9d45696f614ddc6bfd9ad4a17d650255.jpg|
21|2D|1993|Oil, Graphite|Canvas|Unknown|34 x 68 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8bf1e9383e94cd4476b7239460ec7a71.jpg|Sky is Blue, Grass is Green and Life is Simple|RITA ACKERMANN|May 14, 2010|15,000 - 25,000 USD|17,500 USD|images/rita_ackermann/8bf1e9383e94cd4476b7239460ec7a71.jpg|
22|2D|1995|Watercolor, Graphite, Pastel|Paper|Yes|18 x 23.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0cc1475b43ca42398b19c36ff57e2101.jpg|Can’t You Play Some Better Songs?|RITA ACKERMANN|Mar 6, 2010|3,000 - 4,000 USD|3,750 USD|images/rita_ackermann/0cc1475b43ca42398b19c36ff57e2101.jpg|
23|2D|1993|Acrylic, Ink, Gauze|Paper|Yes|36.5 x 26.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0226e0e1e1f14c8e16b39fbb6a4146dc.jpg|Black Butterflyes of the Night|RITA ACKERMANN|May 15, 2009|7,000 - 9,000 USD|12,500 USD|images/rita_ackermann/0226e0e1e1f14c8e16b39fbb6a4146dc.jpg|
24|2D|1998|Oil|Canvas|Yes|64.5 x 74 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3ebc5ccb0c8c112a49a85fd14de669d5.jpg|Burning Ashes|RITA ACKERMANN|Mar 9, 2009|18,000 - 25,000 USD|22,500 USD|images/rita_ackermann/3ebc5ccb0c8c112a49a85fd14de669d5.jpg|
25|2D|1997|Acrylic, Spray Paint, Ink|Canvas|Unknown|97 x 68.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/973dbbb54dbe802dd49505b1676e8501.jpg|Sameface|RITA ACKERMANN|May 16, 2008|25,000 - 35,000 USD|37,000 USD|images/rita_ackermann/973dbbb54dbe802dd49505b1676e8501.jpg|
26|2D|1994|Acrylic, Graphite|Denim|Unknown|52 x 126.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8a097791919ab36da1213624ca811533.jpg|Hail Mary Entering Sound Factory|RITA ACKERMANN|Feb 7, 2008|38,898 - 58,347 USD|47,650 USD|images/rita_ackermann/8a097791919ab36da1213624ca811533.jpg|
27|2D|1994|Watercolor, Gouache, Charcoal|Paper|Yes|23.75 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8cc4443e2483cfa02829de9ad316ad30.jpg|Excuse me, Fu..er|RITA ACKERMANN|Jul 10, 2007|2,000 - 3,000 USD|6,000 USD|images/rita_ackermann/8cc4443e2483cfa02829de9ad316ad30.jpg|
28|2D||Pastel, Watercolor, Wash|Paper|Yes|23.75 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f07196a034ada808ac002d431a070df2.jpg|Spiritualized II (Do You Want Some Water?)|RITA ACKERMANN|Jul 10, 2007|2,000 - 3,000 USD|9,000 USD|images/rita_ackermann/f07196a034ada808ac002d431a070df2.jpg|
29|2D|2002|Oil|Canvas|Yes|42.25 x 68 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a4e921cf93795fe700b2ba8ec85d928f.jpg|The Ours|RITA ACKERMANN|Jun 21, 2007|19,933 - 29,899 USD|66,975 USD|images/rita_ackermann/a4e921cf93795fe700b2ba8ec85d928f.jpg|
0|2D|2020|Oil|Canvas|Yes|150 x 200 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/78117c61fc1bcdb5c19a08b5a4de0815.jpg|DONGENG SEBELUM TIDUR|S. DWI STYA ACONG|Jul 9, 2020|5,161 - 7,741 USD|Unsold|images/s._dwi_stya_acong/78117c61fc1bcdb5c19a08b5a4de0815.jpg|
1|2D|2020|Oil|Canvas|Yes|120 x 180 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b2191bb6cf316518c0cd2ba3ea3f94b7.jpg|2020|S. DWI STYA ACONG|Jun 10, 2020|5,161 - 7,741 USD|Unsold|images/s._dwi_stya_acong/b2191bb6cf316518c0cd2ba3ea3f94b7.jpg|
2|2D|2019|Oil|Canvas|Yes|150 x 200 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/47f6a14adeb9f5aaca32604ab4758037.jpg|HORIZON TRIP SERIES I|S. DWI STYA ACONG|Oct 6, 2019|5,739 - 8,290 USD|9,565 USD|images/s._dwi_stya_acong/47f6a14adeb9f5aaca32604ab4758037.jpg|
3|2D|2019|Oil|Canvas|Yes|180 x 180 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/85a7f93213640ccfa0265ebc3bbfec02.jpg|GREEN HOUSE|S. DWI STYA ACONG|Apr 1, 2019|5,732 - 8,280 USD|11,146 USD|images/s._dwi_stya_acong/85a7f93213640ccfa0265ebc3bbfec02.jpg|
4|2D|2018|Oil|Canvas|Yes|180 x 250 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fe161809e055ebd2f528c166e6a2a0f5.jpg|METEOR GARDEN|S. DWI STYA ACONG|Oct 1, 2018|5,733 - 8,281 USD|25,480 USD|images/s._dwi_stya_acong/fe161809e055ebd2f528c166e6a2a0f5.jpg|
5|2D|2017|Oil|Canvas|Yes|180 x 250 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4171e902175552b8d93336b6fc87ebf8.jpg|IMMIGRANTS FROM HEAVEN|S. DWI STYA ACONG|Apr 1, 2018|5,733 - 8,281 USD|12,740 USD|images/s._dwi_stya_acong/4171e902175552b8d93336b6fc87ebf8.jpg|
6|2D|2017|Oil|Canvas|Yes|170 x 280 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9dabc8ec4a292dc4914d1e8fa12af0e7.jpg|GARDEN PARTY|S. DWI STYA ACONG|Oct 1, 2017|5,760 - 8,320 USD|10,400 USD|images/s._dwi_stya_acong/9dabc8ec4a292dc4914d1e8fa12af0e7.jpg|
7|2D|2016|Oil|Canvas|Yes|150 x 200 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3d5277c922b32e4a0ba1073c1e61bb32.jpg|HELLIOTROPISM|S. DWI STYA ACONG|Apr 3, 2017|5,148 - 7,722 USD|6,435 USD|images/s._dwi_stya_acong/3d5277c922b32e4a0ba1073c1e61bb32.jpg|
0|2D||Oil|Canvas|Yes|28 x 22 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3120598175dd4a48b9fcda83b714d68f.jpg|Hopi Basket Maker|JIMMY ABEITA|Jun 13, 2020|1,000 - 2,000 USD|1,872 USD|images/jimmy_abeita/3120598175dd4a48b9fcda83b714d68f.jpg|
1|2D||Oil|Canvas|Unknown|22 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/de17d44a27e8fe4fc6571a2e12cc1e90.jpg|Native American Man on Horseback|JIMMY ABEITA|Mar 22, 2019|500 - 700 USD|400 USD|images/jimmy_abeita/de17d44a27e8fe4fc6571a2e12cc1e90.jpg|
0|2D|2007|Vinyl|Canvas|Yes|70 x 90 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4e58707a2d2492924d1372a6fc5fbe45.jpg|Cerchi rossi|CARLA ACCARDI|Oct 22, 2020|15,523 - 23,285 USD|Unsold|images/carla_accardi/4e58707a2d2492924d1372a6fc5fbe45.jpg|
1|2D|1975|Sicofoil|Wood |Yes|19.5 x 31.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a4504fd3a41c3b5620cc5fcbaf985215.jpg|Trasparente|CARLA ACCARDI|Jul 14, 2020|74,556 - 99,408 USD|Unsold|images/carla_accardi/a4504fd3a41c3b5620cc5fcbaf985215.jpg|
2|2D|1969|Casein|Canvas|Yes|35 x 45.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5b9b3be47033d6dacf9d394fcca5b219.jpg|Azzurro viola arancio|CARLA ACCARDI|Jun 23, 2020|6,198 - 8,677 USD|14,797 USD|images/carla_accardi/5b9b3be47033d6dacf9d394fcca5b219.jpg|
3|2D|1954|Enamel , Casein|Canvas|Yes|88.5 x 116.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3798c95817e84c020908e7e52f22ae47.jpg|Negativo (ideogramma)|CARLA ACCARDI|Mar 12, 2020|58,651 - 84,718 USD|136,934 USD|images/carla_accardi/3798c95817e84c020908e7e52f22ae47.jpg|
4|2D|1992|Vinyl|Canvas|Yes|19.7 x 23.6 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cdc8385d7a23a7f5c8f0205ec83e4da5.jpg|BIANCONERO|CARLA ACCARDI|Feb 18, 2020|11,005 - 16,507 USD|41,268 USD|images/carla_accardi/cdc8385d7a23a7f5c8f0205ec83e4da5.jpg|
5|2D|1965|Varnish|Sicofoil, Canvas|Yes|68.5 x 85.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d6bdca12dbf456d726526a19030a9662.jpg|Biancobianco|CARLA ACCARDI|Nov 29, 2019|55,450 - 77,630 USD|137,516 USD|images/carla_accardi/d6bdca12dbf456d726526a19030a9662.jpg|
6|2D|1978|Enamel |Foil |Yes|80.3 x 55 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f2816b4b03ac94e5b6f3b0988be725f0.jpg|SEGNI '68|CARLA ACCARDI|Nov 27, 2019|44,436 - 55,545 USD|66,654 USD|images/carla_accardi/f2816b4b03ac94e5b6f3b0988be725f0.jpg|
7|2D|1971|Enamel |Sicofoil, Primed Canvas|Unknown|21.63 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/458e1b86874c7f07d09e0f6968a0f55e.jpg|Giallo-giallo (Yellow-yellow)|CARLA ACCARDI|Jun 26, 2019|56,797 - 82,040 USD|63,107 USD|images/carla_accardi/458e1b86874c7f07d09e0f6968a0f55e.jpg|
8|2D|1961|Gouache|Paper|Yes|48.5 x 66 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4e0f4d33e147ae7877b4438b30c148d.jpg|SANS TITRE|CARLA ACCARDI|Jun 5, 2019|11,185 - 16,777 USD|18,175 USD|images/carla_accardi/b4e0f4d33e147ae7877b4438b30c148d.jpg|
9|2D|1956|Enamel , Casein|Canvas|Yes|97 x 162 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d06243864f588db5d9302b89eb8c6ac0.jpg|Assedio rosso n.3|CARLA ACCARDI|Apr 4, 2019|113,365 - 170,048 USD|177,134 USD|images/carla_accardi/d06243864f588db5d9302b89eb8c6ac0.jpg|
10|2D|1969|Enamel |Sicofoil|Yes|82 x 64.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/61509a0b047c386469f75411907b81ff.jpg|Rosa|CARLA ACCARDI|Apr 4, 2019|79,356 - 113,365 USD|198,390 USD|images/carla_accardi/61509a0b047c386469f75411907b81ff.jpg|
11|2D|1959|Casein|Paper|Yes|35 x 50 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a5fb409332cae330d9087f570a057c49.jpg|Senza titolo|CARLA ACCARDI|Apr 4, 2019|22,673 - 34,009 USD|Unsold|images/carla_accardi/a5fb409332cae330d9087f570a057c49.jpg|
12|2D|1950|Oil|Canvas|Yes|37 x 39.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/81f145f7874631c079754079aedba2ef.jpg|Senza titolo|CARLA ACCARDI|Apr 4, 2019|11,336 - 17,004 USD|11,336 USD|images/carla_accardi/81f145f7874631c079754079aedba2ef.jpg|
13|2D|1960|Casein|Canvas|Yes|33 x 55 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5507a9b4463c47fb21782d66a0aabd12.jpg|Senza titolo|CARLA ACCARDI|Apr 4, 2019|28,341 - 39,678 USD|35,426 USD|images/carla_accardi/5507a9b4463c47fb21782d66a0aabd12.jpg|
14|2D|1966|Casein|Canvas|Yes|60.5 x 80.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7c0fda99be989f763649eda2c4edf18b.jpg|Rossoverde|CARLA ACCARDI|Mar 6, 2019|13,052 - 19,578 USD|31,079 USD|images/carla_accardi/7c0fda99be989f763649eda2c4edf18b.jpg|
15|2D|1989|Gouache|Paper|Yes|22.83 x 29.92 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/be22089873687630bc752484f8c40cbd.jpg|SENZA TITOLO|CARLA ACCARDI|Oct 22, 2018|5,747 - 6,896 USD|7,183 USD|images/carla_accardi/be22089873687630bc752484f8c40cbd.jpg|
16|2D|1966|Enamel |Sicofoil, Primed Canvas|Yes|25.25 x 35 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f4f13dced1b3b7739634d1229befedd0.jpg|Bianco oro (White Gold)|CARLA ACCARDI|Jun 28, 2018|91,595 - 130,850 USD|179,918 USD|images/carla_accardi/f4f13dced1b3b7739634d1229befedd0.jpg|
17|2D|1993|Vinyl|Canvas|Yes|30 x 30 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/de12b352f4f6a17fdd769978eab7af57.jpg|Quattro Piccoli Riquadri (Four Little Panels)|CARLA ACCARDI|Dec 13, 2017|5,868 - 8,215 USD|7,335 USD|images/carla_accardi/de12b352f4f6a17fdd769978eab7af57.jpg|
18|2D|1967|Varnish|Sicofoil|Yes|50 x 40 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6a03aa5de0bf48e33ab1700f38413333.jpg|Untitled|CARLA ACCARDI|Nov 22, 2017|17,623 - 23,498 USD|51,401 USD|images/carla_accardi/6a03aa5de0bf48e33ab1700f38413333.jpg|
19|2D|1972|Casein|Canvas|Yes|60 x 70 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/34456ef87edf84a7809c97d460c7c6f0.jpg|AZZURRO ROSSO (LIGHT BLUE RED)|CARLA ACCARDI|Nov 13, 2017|35,000 - 45,000 USD|Unsold|images/carla_accardi/34456ef87edf84a7809c97d460c7c6f0.jpg|
20|2D|2010|Oil|Canvas|Yes|60 x 50 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0112a907289454846c0154afee8202d1.jpg|Spazio diviso|CARLA ACCARDI|Jul 1, 2017|10,440 - 15,661 USD|20,568 USD|images/carla_accardi/0112a907289454846c0154afee8202d1.jpg|
21|2D|1973|Acrylic|Sicofoil|Yes|31.5 x 51.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/15e311adb109d3888c42831cbbcebc3e.jpg|BLU OTTREMARE|CARLA ACCARDI|May 19, 2017|40,000 - 60,000 USD|112,500 USD|images/carla_accardi/15e311adb109d3888c42831cbbcebc3e.jpg|
22|2D|1971|Varnish|Sicofoil|Yes|81 x 65 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f6efdab58d182e758e5d8871c860f41.jpg|Rossoargento|CARLA ACCARDI|Mar 8, 2017|0 - 0 USD|54,756 USD|images/carla_accardi/8f6efdab58d182e758e5d8871c860f41.jpg|
23|2D|2009|Vinyl|Canvas|Yes|51.125 x 59 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9c3e24412d2e33961ad0b1add2fca310.jpg|Nero su Bianco (Black on White)|CARLA ACCARDI|Sep 29, 2016|39,081 - 52,108 USD|55,364 USD|images/carla_accardi/9c3e24412d2e33961ad0b1add2fca310.jpg|
24|2D|1993|Vinyl|Canvas|Yes|15.75 x 19.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3a9c17b493c5d6b15a5bebbb8896940e.jpg|Grigiorosso (Grey Red)|CARLA ACCARDI|Apr 14, 2016|11,314 - 16,971 USD|24,750 USD|images/carla_accardi/3a9c17b493c5d6b15a5bebbb8896940e.jpg|
25|2D|1959|Tempera|Paper|Unknown|16.875 x 27.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/305f9725847a1139de6cebd6da2637f7.jpg|Untitled (Integrazione)|CARLA ACCARDI|Oct 17, 2015|23,164 - 30,886 USD|28,955 USD|images/carla_accardi/305f9725847a1139de6cebd6da2637f7.jpg|
26|2D|1960|Casein|Canvas|Yes|70 x 99.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/89e737700977720c2776c9a3575ab97d.jpg|SCISSIONE|CARLA ACCARDI|Oct 15, 2015|123,712 - 185,568 USD|Unsold|images/carla_accardi/89e737700977720c2776c9a3575ab97d.jpg|
27|2D|1969|Oil|Sicofoil|Yes|19 x 7.25 inch||Arancio (Orange)|CARLA ACCARDI|Sep 23, 2015|15,280 - 22,920 USD|19,100 USD||
28|2D||Enamel |Sicofoil|Yes||https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4005cbf6fe90d87fc1e90acb6885357.jpg|SEGNI GRIGI|CARLA ACCARDI|May 21, 2015|16,699 - 27,832 USD|20,874 USD|images/carla_accardi/b4005cbf6fe90d87fc1e90acb6885357.jpg|
29|2D||Enamel |Sicofoil|Yes||https://artbnk-art-resized-images.s3.amazonaws.com/w526/00b33f530d7be59fa2b1e9460f134bfd.jpg|SENZA TITOLO|CARLA ACCARDI|Nov 26, 2014|37,425 - 49,900 USD|46,781 USD|images/carla_accardi/00b33f530d7be59fa2b1e9460f134bfd.jpg|
30|2D|1962|Casein Tempera|Canvas|Yes||https://artbnk-art-resized-images.s3.amazonaws.com/w526/25b8eadd35a9837fbe89c6db23c10041.jpg|Integrazione blu viola azzurro (Integration blue, purple, sky blue)|CARLA ACCARDI|Oct 17, 2014|96,714 - 128,952 USD|110,415 USD|images/carla_accardi/25b8eadd35a9837fbe89c6db23c10041.jpg|
31|2D|1989|Gouache|Paper|Yes|30.125 x 22.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4f58f606483994edac24a927a0f255a.jpg|Giallolillaaranico (Yellow Violet Orange)|CARLA ACCARDI|Sep 25, 2014|8,144 - 11,402 USD|Unsold|images/carla_accardi/b4f58f606483994edac24a927a0f255a.jpg|
32|2D|1960|Casein Tempera|Canvas|Yes|35.375 x 70.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cde4e625d642fb9f2d933ef4c60eaf4b.jpg|Opposizione arancio turchese|CARLA ACCARDI|Oct 18, 2013|113,337 - 161,910 USD|140,052 USD|images/carla_accardi/cde4e625d642fb9f2d933ef4c60eaf4b.jpg|
33|2D|1959|Casein|Canvas|Yes|105 x 124 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/513285db1f9cb8e448eca4bb1cb553e9.jpg|CERCHIO DUE ROSSI|CARLA ACCARDI|Oct 17, 2013|96,708 - 128,944 USD|96,708 USD|images/carla_accardi/513285db1f9cb8e448eca4bb1cb553e9.jpg|
34|2D|1969|Enamel |Sicofoil|Yes||https://artbnk-art-resized-images.s3.amazonaws.com/w526/092255cfd9176f22ffffbb41e2e67f68.jpg|VERDEARGENTO|CARLA ACCARDI|May 23, 2013|70,884 - 96,660 USD|86,994 USD|images/carla_accardi/092255cfd9176f22ffffbb41e2e67f68.jpg|
35|2D|1999|Acrylic|Canvas|Yes|160 x 221 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b6e4bfffd462ab46269a2c231b56e4bd.jpg|Untitled|CARLA ACCARDI|Feb 15, 2013|116,152 - 178,100 USD|Unsold|images/carla_accardi/b6e4bfffd462ab46269a2c231b56e4bd.jpg|
36|2D|1956|Casein|Canvas|Yes|89 x 110 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1d475531789b923b116a68546d2d205b.jpg|NEGATIVO-POSITIVO|CARLA ACCARDI|Oct 13, 2011|94,038 - 141,057 USD|227,650 USD|images/carla_accardi/1d475531789b923b116a68546d2d205b.jpg|
37|2D|1968|Paint|Sicofoil|Yes|30 x 15 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e34919962dacbbfd7f457c9b115941ed.jpg|Verde|CARLA ACCARDI|Jun 30, 2010|18,013 - 27,019 USD|Unsold|images/carla_accardi/e34919962dacbbfd7f457c9b115941ed.jpg|
38|2D|2007|Gouache|Cardboard |Unknown|35 x 50 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4e19d157659767ed7dc0fa3d465a1a6d.jpg|Nero su Arancio|CARLA ACCARDI|Oct 17, 2009|8,154 - 11,415 USD|7,134 USD|images/carla_accardi/4e19d157659767ed7dc0fa3d465a1a6d.jpg|
39|2D|1958|Casein|Canvas|Yes|100 x 93.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2f1d9cb8b3e224eb7291b907d0a1d40a.jpg|INTEGRAZIONE|CARLA ACCARDI|Jun 26, 2009|99,000 - 132,000 USD|Unsold|images/carla_accardi/2f1d9cb8b3e224eb7291b907d0a1d40a.jpg|
40|2D|1972|Tempera|Canvas|Yes|150 x 100 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ef60dd3e54e9048dab293f444cea2b1d.jpg|Rosazzurro|CARLA ACCARDI|Jun 21, 2004|21,983 - 29,311 USD|Unsold|images/carla_accardi/ef60dd3e54e9048dab293f444cea2b1d.jpg|
0|2D||Oil|Panel|Yes|23.25 x 29.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/db9356c7f90fda567883d1a0b12f0805.jpg|A village fair with a pamphleteer|JAN STEEN|Oct 15, 2020|250,000 - 350,000 USD|Unsold|images/jan_steen/db9356c7f90fda567883d1a0b12f0805.jpg|
1|2D||Oil|Panel|Yes|19.25 x 14.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/750182a71534cacf5735491e6ee5ae97.jpg|The glass of wine|JAN STEEN|Oct 29, 2019|80,000 - 120,000 USD|168,750 USD|images/jan_steen/750182a71534cacf5735491e6ee5ae97.jpg|
2|2D||Oil|Canvas|Yes|22.875 x 19.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/82aa9a44bccd28a0342bddfaa29e96e9.jpg|A peasant couple carousing in an inn|JAN STEEN|Jul 4, 2019|88,508 - 126,440 USD|134,343 USD|images/jan_steen/82aa9a44bccd28a0342bddfaa29e96e9.jpg|
3|2D||Oil|Canvas|Yes|139.4 x 99.5 cm||DISMISSAL OF HAGAR|JAN STEEN|Jan 17, 2019|2,523 - 3,785 USD|6,308 USD||
4|2D||Oil|Canvas|Yes|24.625 x 22.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d8f6ce7969406ef2bdf302edb63385de.jpg|The Flight into Egypt|JAN STEEN|Dec 7, 2018|10,484 - 15,727 USD|26,212 USD|images/jan_steen/d8f6ce7969406ef2bdf302edb63385de.jpg|
5|2D||Oil|Oak Panel|Yes|38.1 x 49.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/22f5f3d924a6a74f174d3dc6cf618ce4.jpg|PEASANTS IN A LANDSCAPE|JAN STEEN|Dec 6, 2018|39,099 - 52,132 USD|48,873 USD|images/jan_steen/22f5f3d924a6a74f174d3dc6cf618ce4.jpg|
6|2D||Oil|Canvas|Yes|18.13 x 22.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ca4120231f7cc91011b81ef442da2bf2.jpg|Prayer before a Meal|JAN STEEN|Jul 5, 2018|132,590 - 265,180 USD|520,747 USD|images/jan_steen/ca4120231f7cc91011b81ef442da2bf2.jpg|
7|2D||Oil|Canvas|Yes|23 x 20.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e8ec504574ac7a4165ed918c4e673878.jpg|An interior with figures preparing fish|JAN STEEN|Apr 19, 2018|20,000 - 30,000 USD|35,000 USD|images/jan_steen/e8ec504574ac7a4165ed918c4e673878.jpg|
8|2D||Oil|Panel|Yes|9.25 x 7.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0fcd4c08679db78285d5cf4fae9618bd.jpg|Tavern Interior with Tussling Couple|JAN STEEN|Jan 26, 2018|2,000 - 3,000 USD|1,968 USD|images/jan_steen/0fcd4c08679db78285d5cf4fae9618bd.jpg|
9|2D||Oil|Oak Panel|Yes|49 x 37 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/95e70f69a10e4e58ae9a64866e5b4ee6.jpg|THE DOCTOR'S VISIT|JAN STEEN|Jul 5, 2017|516,520 - 774,780 USD|1,049,504 USD|images/jan_steen/95e70f69a10e4e58ae9a64866e5b4ee6.jpg|
