|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
10|2D||Oil|Oak Panel|Yes|39.8 x 48.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8eff3d1c2e2581dde82aa73388fc0023.jpg|A TAVERN INTERIOR WITH PEOPLE DRINKING AND MUSIC-MAKING|JAN STEEN|Jul 7, 2016|39,066 - 65,110 USD|55,343 USD|images/jan_steen/8eff3d1c2e2581dde82aa73388fc0023.jpg|
11|2D|1672|Oil|Oak Panel|Yes|38.3 x 49.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/df494daed84755c6ded7c8d211fdb439.jpg|A RIOTOUS SCHOOLROOM WITH A SNOOZING SCHOOLMASTER|JAN STEEN|Jul 6, 2016|155,724 - 233,586 USD|442,515 USD|images/jan_steen/df494daed84755c6ded7c8d211fdb439.jpg|
12|2D||Oil|Canvas|Unknown|14.25 x 12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f97d6454f71b76cb5487654a4c809c33.jpg|THE PROPOSAL|JAN STEEN|Jun 14, 2016|4,000 - 6,000 USD|3,125 USD|images/jan_steen/f97d6454f71b76cb5487654a4c809c33.jpg|
13|2D||Oil|Oak Panel|Yes|25 x 20.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/192efed891b071bab201ef4d2d343149.jpg|PEASANTS DRINKING AND CUTTING TOBACCO IN AN INN|JAN STEEN|Apr 27, 2016|7,294 - 10,212 USD|12,765 USD|images/jan_steen/192efed891b071bab201ef4d2d343149.jpg|
14|2D||Oil|Canvas|Unknown|26.375 x 31.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7fbf8b099c6d0af12d62a621236382ac.jpg|A tavern interior|JAN STEEN|Mar 16, 2016|1,686 - 2,529 USD|5,269 USD|images/jan_steen/7fbf8b099c6d0af12d62a621236382ac.jpg|
15|2D||Oil|Canvas|Unknown|14.125 x 12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b3302ab162042a4df0a3dd5ec9ecb005.jpg|THE PROPOSAL|JAN STEEN|Jan 30, 2016|7,000 - 9,000 USD|Unsold|images/jan_steen/b3302ab162042a4df0a3dd5ec9ecb005.jpg|
16|2D||Oil|Panel|Yes|41.2 x 35.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/717a9a288772a19bab0c636ea369969e.jpg|The Banquet of Cleopatra|JAN STEEN|Nov 18, 2015|85,328 - 127,992 USD|270,383 USD|images/jan_steen/717a9a288772a19bab0c636ea369969e.jpg|
17|2D||Oil|Panel|Yes|41 x 35.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0c77a141288f2ef184310ae41fe4f4df.jpg|AN OLD LADY WITH A YOUNG BOY, IN AN INTERIOR|JAN STEEN|Jul 9, 2015|61,616 - 92,424 USD|Unsold|images/jan_steen/0c77a141288f2ef184310ae41fe4f4df.jpg|
18|2D||Oil|Canvas|Unknown|61.8 x 80.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/64406dfdaf9c9d46fc26f1dec98dcad0.jpg|A village fair with a quack|JAN STEEN|Jul 8, 2015|0 - 0 USD|50,351 USD|images/jan_steen/64406dfdaf9c9d46fc26f1dec98dcad0.jpg|
19|2D||Oil|Canvas|Unknown|22.25 x 16.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e348dc76aafd216e6b4a13bac0b1930c.jpg|THE ROMMELPOT PLAYER|JAN STEEN|Jun 4, 2015|40,000 - 60,000 USD|Unsold|images/jan_steen/e348dc76aafd216e6b4a13bac0b1930c.jpg|
20|2D||Oil|Oak Panel|Yes|36 x 28.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ec49d13c2fa46e3bfe392d910398bcc7.jpg|PINKSTERBLOEM (THE WHITSUN BRIDE), A PROCESSION OF CHILDREN STANDING BEFORE THE DOOR OF A HOME|JAN STEEN|Dec 5, 2013|114,471 - 163,530 USD|141,453 USD|images/jan_steen/ec49d13c2fa46e3bfe392d910398bcc7.jpg|
21|2D||Oil|Oak Panel|Yes|49.7 x 67.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ddca59d2346d246eef896f7dd4226e6d.jpg|FIGURES BEFORE AN INN, MERRY-MAKING AND PLAYING A GAME OF KOLFSPEL|JAN STEEN|Dec 4, 2013|491,280 - 818,800 USD|Unsold|images/jan_steen/ddca59d2346d246eef896f7dd4226e6d.jpg|
22|2D||Oil|Canvas|Yes|28.5 x 23.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/be37adfbfbebc940095fedf99fef4a24.jpg|Travellers halting outside an inn|JAN STEEN|Dec 3, 2013|246,240 - 410,400 USD|890,568 USD|images/jan_steen/be37adfbfbebc940095fedf99fef4a24.jpg|
23|2D||Oil|Panel|Yes|29.5 x 24.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c01d7b418920d981c81d56afdff174b9.jpg|The Proposition: figures in an interior|JAN STEEN|Nov 21, 2013|40,416 - 67,360 USD|99,019 USD|images/jan_steen/c01d7b418920d981c81d56afdff174b9.jpg|
24|2D||Oil|Panel|Yes|14.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a00ab495d960fdff352cbd1e2721c8c9.jpg|Peasants brawling outside of an inn|JAN STEEN|Jun 25, 2013|1,238 - 1,857 USD|967 USD|images/jan_steen/a00ab495d960fdff352cbd1e2721c8c9.jpg|
25|2D|1660|Oil|Oak Panel|Yes|52.7 x 44.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/424a21a23f8a473c885edf94588b4277.jpg|THE PRAYER BEFORE THE MEAL|JAN STEEN|Dec 5, 2012|8,046,000 - 11,264,400 USD|9,077,899 USD|images/jan_steen/424a21a23f8a473c885edf94588b4277.jpg|
26|2D||Oil|Canvas|Unknown|25.5 x 30.5 cm||A courting couple|JAN STEEN|Oct 23, 2012|0 - 0 USD|678 USD||
27|2D||Oil|Canvas|Unknown|27.625 x 33.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8729d5fe6a2c1a9c4a797da2003c5796.jpg|Tavern Scene/An Unscrupulous Tooth Pulling|JAN STEEN|Oct 6, 2012|1,200 - 1,800 USD|984 USD|images/jan_steen/8729d5fe6a2c1a9c4a797da2003c5796.jpg|
28|2D||Oil|Panel|Unknown|21 x 17 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e9f5f647e33159310b29f65d2e8b3bee.jpg|The old bachelor|JAN STEEN|Jul 31, 2012|2,350 - 3,133 USD|1,469 USD|images/jan_steen/e9f5f647e33159310b29f65d2e8b3bee.jpg|
29|2D||Oil|Oak Panel|Yes|35.5 x 26.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/44e798722b76d3cb6302d129026b06f7.jpg|GRACE BEFORE A MEAL|JAN STEEN|Dec 8, 2011|31,450 - 47,175 USD|58,575 USD|images/jan_steen/44e798722b76d3cb6302d129026b06f7.jpg|
30|2D||Oil|Oak Panel|Yes|45.8 x 60.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5c897e2dd7ec97e490cd7881c0849bbf.jpg|AN ELEGANT COMPANY IN AN INTERIOR WITH FIGURES PLAYING CARDS AT A TABLE|JAN STEEN|Dec 7, 2011|7,020,450 - 9,360,600 USD|7,577,795 USD|images/jan_steen/5c897e2dd7ec97e490cd7881c0849bbf.jpg|
31|2D||Oil|Panel|Yes|41.2 x 36.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6d7c3a13bfbcbfd61245070efa7876ff.jpg|Children teasing a cat|JAN STEEN|Nov 1, 2011|81,762 - 109,016 USD|140,358 USD|images/jan_steen/6d7c3a13bfbcbfd61245070efa7876ff.jpg|
32|2D||Oil|Canvas|Unknown|25 x 26 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4bcc4450fc20a3eee191eb4d4cd492af.jpg|Figures dining in an interior|JAN STEEN|Oct 4, 2011|769 - 1,077 USD|864 USD|images/jan_steen/4bcc4450fc20a3eee191eb4d4cd492af.jpg|
33|2D||Oil|Oak Panel|Yes|25 x 20.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/630d6eb20b762556165cbc9f6908f5f4.jpg|A YOUTH READING|JAN STEEN|Jul 7, 2011|47,910 - 63,880 USD|59,488 USD|images/jan_steen/630d6eb20b762556165cbc9f6908f5f4.jpg|
34|2D||Oil|Oak Panel|Yes|49 x 36.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/19532f98267c3fd4796cbf9c5a83168e.jpg|Untitled|JAN STEEN|Jul 6, 2011|128,000 - 192,000 USD|155,600 USD|images/jan_steen/19532f98267c3fd4796cbf9c5a83168e.jpg|
35|2D||Oil|Canvas|Yes|21.5 x 18.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7b80935bc7502064d0dbdc2224e867d5.jpg|A tavern interior with figures playing a game and a dog|JAN STEEN|Jul 9, 2010|6,046 - 9,069 USD|7,558 USD|images/jan_steen/7b80935bc7502064d0dbdc2224e867d5.jpg|
36|2D||Oil|Panel|Yes|12.5 x 10.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f0119484df6caa1753ed625f53cf6d74.jpg|THE PROCURESS|JAN STEEN|Jan 28, 2010|300,000 - 400,000 USD|386,500 USD|images/jan_steen/f0119484df6caa1753ed625f53cf6d74.jpg|
37|2D||Oil|Canvas|Yes|27 x 34.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2c5bfc4d00157c52a7395e8834c6535.jpg|A Village Wedding|JAN STEEN|Jan 27, 2010|300,000 - 500,000 USD|362,500 USD|images/jan_steen/c2c5bfc4d00157c52a7395e8834c6535.jpg|
38|2D||Oil|Canvas|Unknown|43.2 x 33.6 cm||A YOUNG GIRL HANDING A COIN TO AN OLD CRIPPLED BEGGAR IN FRONT OF A HOUSE|JAN STEEN|Dec 1, 2009|90,444 - 120,592 USD|109,663 USD||
39|2D||Oil|Canvas|Yes|26.25 x 33 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/672f97dd03240766f3190d682a2b1d85.jpg|THE TWELFTH NIGHT|JAN STEEN|Jun 4, 2009|200,000 - 300,000 USD|674,500 USD|images/jan_steen/672f97dd03240766f3190d682a2b1d85.jpg|
40|2D||Oil|Canvas|Yes|27 x 34.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/29b6b383c91ed19643506c2495d61460.jpg|A VILLAGE WEDDING|JAN STEEN|Jan 30, 2009|400,000 - 600,000 USD|Unsold|images/jan_steen/29b6b383c91ed19643506c2495d61460.jpg|
41|2D||Oil|Panel|Unknown|18 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ced5b843a51695ccf2dc117e477a441.jpg|THE DOCTOR'S VISIT|JAN STEEN|Jan 30, 2009|900,000 - 1,200,000 USD|1,082,500 USD|images/jan_steen/5ced5b843a51695ccf2dc117e477a441.jpg|
42|2D||Oil|Panel|Yes|38.3 x 33.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1b52c373cb201c7b335ee690285a1cd8.jpg|Peasants drinking and making music in an inn|JAN STEEN|Sep 10, 2008|3,523 - 4,932 USD|7,047 USD|images/jan_steen/1b52c373cb201c7b335ee690285a1cd8.jpg|
43|2D||Oil|Canvas|Yes|23.5 x 19 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a32c8e261a877ab477b48cdbf75fdce3.jpg|SELF PORTRAIT WITH A LUTE|JAN STEEN|Jul 9, 2008|157,830 - 236,745 USD|475,958 USD|images/jan_steen/a32c8e261a877ab477b48cdbf75fdce3.jpg|
44|2D||Oil|Canvas|Yes|25.75 x 31.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0a5e867f289d520f80cb35aedbe474ed.jpg|An amorous couple in a landscape|JAN STEEN|Jul 8, 2008|138,228 - 197,469 USD|156,494 USD|images/jan_steen/0a5e867f289d520f80cb35aedbe474ed.jpg|
45|2D||Oil|Panel|Yes|40.8 x 35.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|A WOMAN UNDRESSING A YOUNG BOY IN AN INTERIOR, ANOTHER CHILD LYING IN A BED IN THE BACKGROUND|JAN STEEN|May 7, 2008|154,300 - 231,450 USD|Unsold|images/jan_steen/8f8481e6531eb3a73214cdbf050be6d1.jpg|
46|2D||Oil|Panel|Unknown|18.7 x 23.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/955034c2d5ce5aedb6aa9799410eeb4a.jpg|A peasant woman with a boy trying to look under her skirt|JAN STEEN|May 6, 2008|10,869 - 15,528 USD|12,500 USD|images/jan_steen/955034c2d5ce5aedb6aa9799410eeb4a.jpg|
47|2D||Oil|Panel|Yes|16.875 x 14.625 inch||THE TRIC-TRAC PLAYERS|JAN STEEN|Jan 25, 2008|400,000 - 600,000 USD|481,000 USD||
48|2D||Oil|Oak Panel|Yes|55.7 x 77.2 cm||ENGRAVED BY MILIUS, PARIS, PUBLISHED BY 1876.|JAN STEEN|Jul 4, 2007|4,032,871 - 6,049,307 USD|3,427,941 USD||
49|2D||Oil|Canvas|Yes|38 x 29.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f351ba305dfe174764fe8d7d05d6eac2.jpg|A quack operating on a peasant's back in an interior|JAN STEEN|May 9, 2007|9,474 - 13,535 USD|25,987 USD|images/jan_steen/f351ba305dfe174764fe8d7d05d6eac2.jpg|
50|2D||Oil|Panel|Yes|15.25 x 21.75 inch||THE INTERIOR OF AN INN, WITH AN OLD MAN HARRASSING THE LANDLADY|JAN STEEN|Jan 26, 2007|4,000 - 6,000 USD|33,000 USD||
51|2D||Oil|Panel|Unknown|19.25 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/888104ef861a850d4b1c9b07fafa31f6.jpg|A peasant family in an interior|JAN STEEN|Nov 1, 2006|2,862 - 3,816 USD|3,664 USD|images/jan_steen/888104ef861a850d4b1c9b07fafa31f6.jpg|
52|2D||Oil|Canvas|Unknown|85.4 x 75.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9ba507d251c3420aea31683441cc4fdb.jpg|The feast of Saint Nicholas|JAN STEEN|Sep 20, 2006|2,535 - 3,802 USD|3,954 USD|images/jan_steen/9ba507d251c3420aea31683441cc4fdb.jpg|
53|2D||Oil|Panel|Yes|43 x 35.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bac4fba8ef3fd646a8738a0e3e65c678.jpg|AN INTERIOR WITH FIGURES PLAYING TRIC-TRAC|JAN STEEN|May 9, 2006|22,854 - 27,933 USD|27,425 USD|images/jan_steen/bac4fba8ef3fd646a8738a0e3e65c678.jpg|
54|2D||Oil|Canvas|Yes|26 x 31.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ee4f9cdd11102f089359b5ee465eb28a.jpg|An interior with a doctor visiting a lady|JAN STEEN|Apr 26, 2006|5,355 - 8,926 USD|19,280 USD|images/jan_steen/ee4f9cdd11102f089359b5ee465eb28a.jpg|
55|2D||Oil|Panel|Yes|14.25 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/adc8e33b05989b35c2fb87240c3d02eb.jpg|A winter landscape with young kolf players on a frozen river|JAN STEEN|Apr 6, 2006|150,000 - 250,000 USD|396,800 USD|images/jan_steen/adc8e33b05989b35c2fb87240c3d02eb.jpg|
56|2D||Oil|Canvas|Yes|41.5 x 59 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/43255d0b947dafa19e57afa705a56807.jpg|A COUNTRY WEDDING|JAN STEEN|Jan 27, 2006|200,000 - 300,000 USD|632,000 USD|images/jan_steen/43255d0b947dafa19e57afa705a56807.jpg|
57|2D||Oil|Panel|Yes|15.625 x 19.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c3cc2237194d9f2d06e71e4d855f8f29.jpg|A tavern interior with people drinking and music-making|JAN STEEN|Dec 9, 2005|14,004 - 21,007 USD|58,819 USD|images/jan_steen/c3cc2237194d9f2d06e71e4d855f8f29.jpg|
58|2D||Oil|Canvas|Unknown|24.125 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4e0a8abedc1ade54819ca68ca56b06f2.jpg|Peasants merrymaking in an interior|JAN STEEN|Dec 7, 2005|2,075 - 3,113 USD|3,113 USD|images/jan_steen/4e0a8abedc1ade54819ca68ca56b06f2.jpg|
59|2D||Oil|Panel|Yes|8.25 x 9.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0f16e0530723f6d91050d12dbdc8a295.jpg|Peasants drinking and smoking in a tavern|JAN STEEN|Sep 30, 2005|3,000 - 5,000 USD|7,800 USD|images/jan_steen/0f16e0530723f6d91050d12dbdc8a295.jpg|
60|2D|1669|Oil|Canvas|Yes|14.25 x 11.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2e2132db9ad2d8098249093ca00989a.jpg|A man and woman conversing in an arbor|JAN STEEN|May 25, 2005|6,000 - 8,000 USD|3,600 USD|images/jan_steen/c2e2132db9ad2d8098249093ca00989a.jpg|
61|2D||Oil|Panel|Unknown|35.5 x 48.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|A WINTER LANDSCAPE WITH FIGURES SKATING, PLAYING KOLF AND CONVERSING ON A FROZEN RIVER OUTSIDE THE WALLS OF A FORTIFIED TOWN.|JAN STEEN|Apr 22, 2004|14,147 - 21,220 USD|44,563 USD|images/jan_steen/8f8481e6531eb3a73214cdbf050be6d1.jpg|
62|2D||Oil|Canvas|Yes|66 x 53 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|THE WAX-FIGURE SELLER|JAN STEEN|Dec 11, 2003|349,197 - 523,796 USD|Unsold|images/jan_steen/8f8481e6531eb3a73214cdbf050be6d1.jpg|
63|2D||Oil|Panel|Yes|32.8 x 20.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dbe4060cf73935a793287be12f8d5a8d.jpg|A woman counting coins at a table|JAN STEEN|Nov 5, 2003|17,209 - 28,682 USD|38,388 USD|images/jan_steen/dbe4060cf73935a793287be12f8d5a8d.jpg|
64|2D||Oil|Canvas|Unknown|22.5 x 21 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2fbc1c00ced18611af18e0de16e7843c.jpg|An inn interior with men playing backgammon|JAN STEEN|Oct 31, 2003|5,080 - 8,467 USD|3,979 USD|images/jan_steen/2fbc1c00ced18611af18e0de16e7843c.jpg|
65|2D||Oil|Canvas|Unknown|5.5 x 4.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c15e1ae5b326b4d6443cb654ede6f98b.jpg|A young man, bust-length, in a brown cap|JAN STEEN|Feb 20, 2003|1,276 - 1,914 USD|1,125 USD|images/jan_steen/c15e1ae5b326b4d6443cb654ede6f98b.jpg|
66|2D||Oil|Panel|Unknown|31.125 x 30.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/df1764c594f0e88cd411152bb03a612c.jpg|Saint John the Baptist preaching in the Wilderness|JAN STEEN|Dec 11, 2002|62,859 - 94,289 USD|67,605 USD|images/jan_steen/df1764c594f0e88cd411152bb03a612c.jpg|
67|2D||Oil|Panel|Unknown|23.6 x 19.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/25693581ad0ecc5df503a4d996a51e76.jpg|A doctor's visit|JAN STEEN|May 14, 2002|3,624 - 5,437 USD|3,789 USD|images/jan_steen/25693581ad0ecc5df503a4d996a51e76.jpg|
68|2D||Oil|Panel|Unknown|14.5 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Manner of Jan Steen|JAN STEEN|Aug 30, 2001|581 - 872 USD|614 USD|images/jan_steen/beac2092aad7c91227aeb0a9e23c1418.jpg|
69|2D||Oil|Canvas|Unknown|29 x 3.013 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/257c41f22a5e7b9c3383c68157630c97.jpg|The Mocking of Ceres|JAN STEEN|Apr 19, 2000|63,252 - 94,878 USD|110,296 USD|images/jan_steen/257c41f22a5e7b9c3383c68157630c97.jpg|
0|2D|1732|Oil|Panel|Unknown|3.125 x 2.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88a1a0ec6e38903d74c6dce7f09a33f0.jpg|Portrait of a child, bust-length|JEAN-HONORÉ FRAGONARD|Jun 19, 2020|60,000 - 80,000 USD|50,000 USD|images/jean-honoré_fragonard/88a1a0ec6e38903d74c6dce7f09a33f0.jpg|
1|2D|1786|Ink Wash, Crayon|Paper|Unknown|24 x 36 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8d2131a89894dd16cbb29669cfe47be0.jpg|L'éducation du chien|JEAN-HONORÉ FRAGONARD|Nov 13, 2019|165,645 - 220,860 USD|200,982 USD|images/jean-honoré_fragonard/8d2131a89894dd16cbb29669cfe47be0.jpg|
2|2D Edition||Black Chalk|Paper|Unknown|200 x 290 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/756c213d619de2458ddd4e73ff8ad13e.jpg|THE RAPE OF THE SABINES AFTER LUCA GIORDANO|JEAN-HONORÉ FRAGONARD|Oct 30, 2019|800 - 1,200 USD|5,250 USD|images/jean-honoré_fragonard/756c213d619de2458ddd4e73ff8ad13e.jpg|
3|2D||Oil|Canvas|Unknown|13 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b27ef149f987b8323e2f370ba9353660.jpg|Dans les Blés|JEAN-HONORÉ FRAGONARD|Jul 4, 2019|885,086 - 1,264,409 USD|2,290,160 USD|images/jean-honoré_fragonard/b27ef149f987b8323e2f370ba9353660.jpg|
4|2D||Oil|Canvas|Unknown|27.875 x 36.375 inch||"LE VERROU (""THE LOCK"")"|JEAN-HONORÉ FRAGONARD|Jan 31, 2019|20,000 - 30,000 USD|43,750 USD||
5|2D||Black Chalk|Paper|Unknown|6 x 6 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b83be51eb0b719cfe2b6bc36e40f344b.jpg|Portrait of Pierre-Jacques Bergeret de Grancourt (1742-1807), bust-length|JEAN-HONORÉ FRAGONARD|Nov 1, 2018|15,000 - 20,000 USD|22,500 USD|images/jean-honoré_fragonard/b83be51eb0b719cfe2b6bc36e40f344b.jpg|
6|2D||Oil|Canvas|Unknown|17 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3c55d315b2bdf0cbab7c731d992f7741.jpg|The Hurdy-Gurdy Player|JEAN-HONORÉ FRAGONARD|Oct 30, 2018|400,000 - 600,000 USD|250,000 USD|images/jean-honoré_fragonard/3c55d315b2bdf0cbab7c731d992f7741.jpg|
7|2D||Oil|Canvas|Unknown|14.75 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/50a0a4d02066f3f66b7108215d2ebae8.jpg|A shepherd and herdsman seated on a rock with cows and sheep, a landscape beyond|JEAN-HONORÉ FRAGONARD|Apr 19, 2018|120,000 - 180,000 USD|150,000 USD|images/jean-honoré_fragonard/50a0a4d02066f3f66b7108215d2ebae8.jpg|
8|2D||Oil|Panel|Unknown|5.75 x 7.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ff2f01d5e70a3487495a423d15cb059d.jpg|THE USELESS RESISTANCE|JEAN-HONORÉ FRAGONARD|Feb 1, 2018|2,000 - 3,000 USD|1,250 USD|images/jean-honoré_fragonard/ff2f01d5e70a3487495a423d15cb059d.jpg|
9|2D||Oil|Canvas|Unknown|25.125 x 21.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f9edc93a1eb4897b583082d41b562e58.jpg|The goddess Aurora triumphs over night, announcing Apollo in his chariot, while Morpheus sleeps - a bozzetto|JEAN-HONORÉ FRAGONARD|Jul 6, 2017|194,040 - 258,720 USD|223,792 USD|images/jean-honoré_fragonard/f9edc93a1eb4897b583082d41b562e58.jpg|
10|2D||Oil|Canvas|Unknown|9.75 x 12.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc64453f313d41dd68e548ee7f8e3192.jpg|A wooded landscape with figures at the edge of a pond|JEAN-HONORÉ FRAGONARD|Apr 27, 2017|70,000 - 100,000 USD|87,500 USD|images/jean-honoré_fragonard/dc64453f313d41dd68e548ee7f8e3192.jpg|
11|2D||Oil|Canvas|Unknown|24 x 29.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dcbdcf51a2568d02eefaf82315a7f5ee.jpg|A family in an interior|JEAN-HONORÉ FRAGONARD|Mar 29, 2017|6,221 - 9,953 USD|3,888 USD|images/jean-honoré_fragonard/dcbdcf51a2568d02eefaf82315a7f5ee.jpg|
12|2D||Oil|Canvas|Unknown|21.75 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b41f1655ba7d72d49a294001413999af.jpg|LOVE AS FOLLY|JEAN-HONORÉ FRAGONARD|Jan 25, 2017|200,000 - 300,000 USD|250,000 USD|images/jean-honoré_fragonard/b41f1655ba7d72d49a294001413999af.jpg|
13|2D||Oil|Canvas|Unknown|18.5 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/acafd05894ad9f726f4650e986acdba8.jpg|THE FOUNTAIN OF LOVE|JEAN-HONORÉ FRAGONARD|Jan 25, 2017|1,500,000 - 2,500,000 USD|Unsold|images/jean-honoré_fragonard/acafd05894ad9f726f4650e986acdba8.jpg|
14|2D||Oil|Canvas|Unknown|6.5 x 4.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aef85111a3d0a1f439d5197d9db390e5.jpg|Le Billet Doux (The Love Letter)|JEAN-HONORÉ FRAGONARD|Oct 26, 2016|120,000 - 160,000 USD|187,500 USD|images/jean-honoré_fragonard/aef85111a3d0a1f439d5197d9db390e5.jpg|
15|2D||Oil|Canvas|Unknown|22 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b619a8ea31271a3036d4d6bdb98e9f44.jpg|‘L’Amour’: said to be a Portrait of Marie Catherine Colombe|JEAN-HONORÉ FRAGONARD|Oct 26, 2016|100,000 - 150,000 USD|100,000 USD|images/jean-honoré_fragonard/b619a8ea31271a3036d4d6bdb98e9f44.jpg|
16|2D||Oil|Canvas|Unknown|22 x 17.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ce0814482c26b35d8cb348514513d32b.jpg|The Rest on the Flight into Egypt|JEAN-HONORÉ FRAGONARD|Apr 14, 2016|300,000 - 500,000 USD|293,000 USD|images/jean-honoré_fragonard/ce0814482c26b35d8cb348514513d32b.jpg|
17|2D||Oil|Canvas|Unknown|13.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/855699793cb40f8eb2f18cea401654f5.jpg|L'Heureux ménage ('The happy household')|JEAN-HONORÉ FRAGONARD|Apr 13, 2016|1,500,000 - 2,500,000 USD|1,205,000 USD|images/jean-honoré_fragonard/855699793cb40f8eb2f18cea401654f5.jpg|
18|2D||Oil|Canvas|Unknown|24.125 x 19.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/366fcc9591cb134eb2c58f72e2c16be8.jpg|The sacrifice of the Rose|JEAN-HONORÉ FRAGONARD|Apr 13, 2016|500,000 - 700,000 USD|449,000 USD|images/jean-honoré_fragonard/366fcc9591cb134eb2c58f72e2c16be8.jpg|
